mean,var,entropy,lumpiness,stability,flat_spots,hurst,std1st_der,crossing_points,binarize_mean,unitroot_kpss,heterogeneity,histogram_mode,linearity,trend_strength,seasonality_strength,spikiness,peak,trough,level_shift_idx,level_shift_size,y_acf1,y_acf5,diff1y_acf1,diff1y_acf5,diff2y_acf1,diff2y_acf5,y_pacf5,diff1y_pacf5,diff2y_pacf5,seas_acf1,seas_pacf1,firstmin_ac,firstzero_ac,holt_alpha,is_STF
1.0395179187618133,0.057431029906441375,0.8099616149546373,0.003983699731654615,0.01140384281160424,1,0.02894679282898089,0.13549464147644683,68,0.43466666666666665,0.28350554738298106,156.568993431033,0.9771016477845075,0.0013815222291774668,0.6628098336353871,0.431719779961662,1.820890003711865e-08,6,2,187,0.1104659591311774,0.7324297475726883,0.7109598741021873,0.19474486374294878,0.2379485073892539,-0.19373662621793694,0.16760209968515202,0.7184246560925113,0.25851438654880765,0.44901226578910947,0.10769696599874284,-0.11058054798533477,4,9,0.9999999850988388,0
1.0495533170712017,0.07712690129150386,0.8100857883166558,0.006760943750319719,0.00809043613199612,1,0.07026279779342916,0.15636116794390403,73,0.4266666666666667,0.08593847626621669,169.03100340584896,0.7973156692057146,0.00042537551521411207,0.6513467534119082,0.44175182996418516,4.4994323058287685e-08,2,0,187,0.130127937493574,0.7203999857809488,0.6702607126279311,0.13478985701924648,0.14696536285581374,-0.2963337245700244,0.13185053854645865,0.6277657412251626,0.16394815176936695,0.3544646664488384,0.09413690234128397,0.08301693230909914,5,5,0.9999999850988359,0
1.0118245936864418,0.0767115249446,0.7462057256061525,0.010515814879929601,0.012797047811287538,1,0.039119422341891225,0.1401111935303678,84,0.42133333333333334,0.13815532258143848,282.06813909348705,0.8492472362795515,4.495019896256329e-06,0.6546869056851246,0.23715921398689022,3.371407381922533e-08,2,5,187,0.12006615465634995,0.8271898998144648,1.0180773447914038,0.48141183138284366,0.4500015665955391,-0.027039302944137665,0.107896270994093,1.1048829794343262,0.3856510650257983,0.18604048337419518,-0.3114321381097516,-0.040773222176384585,7,4,0.9999999850988388,0
0.9896602100787653,0.07312626858685434,0.7632395476456748,0.025195206423330417,0.01334328178487385,2,0.07774765456592095,0.12936305328085226,95,0.288,0.3759873403231839,286.89109809589,0.9342565429714818,0.00038034664430766917,0.7337177317570869,0.33808347833941,5.428041429903028e-08,6,1,188,0.12654376737994166,0.837815725509579,1.0782604721667834,0.4114443651232972,0.3588129340912281,-0.08844849833886338,0.12462471499803054,1.0180292881894009,0.3043774918865777,0.23853085531093887,-0.06928215026999525,0.006049176594021293,9,6,0.9999999850988388,0
0.9905566997471322,0.04161315791940343,0.8563533241647993,0.008232026372008497,0.004108874757068575,1,0.020957603093144008,0.12622648813890963,103,0.4106666666666667,0.07788871944071986,108.30064865357943,0.6862943974709396,0.00011809054180638444,0.5461291305543063,0.3810170785752831,7.104402107405188e-08,4,0,187,0.13873888532380607,0.6228478066641251,0.44852709885451497,0.015342588786481174,0.10304424645847626,-0.3768308137196479,0.17954887707564865,0.45455007440174783,0.12463112666650282,0.4907271446873311,-0.1114991388787968,-0.028205661943622423,4,4,0.9999999850988331,0
1.0553830034894633,0.06967658261222635,0.803129213243122,0.020891815715350828,0.015914659744605382,2,0.05332170245887298,0.13771434263505886,60,0.328,0.2162099729555808,254.9608287542307,0.8437042991595178,0.0011331388713907635,0.6104894641129681,0.2633923172400061,5.421934882630187e-08,4,0,167,0.11668618786445173,0.7695806825507794,0.8686154394352618,0.1810499973222206,0.21142643653261653,-0.3503290751818491,0.21933156495192457,0.7806913601680063,0.18160893488889618,0.29112780072099054,-0.02879834653792534,0.24453306736584093,5,4,0.9999999850986468,0
1.1976834746845526,0.1959124278008679,0.6719047612543568,0.018518322356354283,0.034104665330399485,1,-0.03342531779817396,0.2269984824511764,67,0.44,0.26144253060618977,201.8832142470962,0.9063166100136523,0.0877945452623619,0.628349772808362,0.18212484747898738,1.5663603630466425e-07,3,6,237,0.12022073536171951,0.7919199202017367,0.9420064198088935,0.2643391139666397,0.16528836249594245,-0.29846427719984703,0.10731649626364416,0.834938917767609,0.13447322599593006,0.2276513679433506,-0.3176060580280394,0.01628305326961429,6,4,0.9999999850987471,0
0.9974050994063736,0.06581426767816233,0.8012093689971195,0.03517155340485381,0.008310947569372734,2,0.04365620028070966,0.13620107429249406,80,0.4186666666666667,0.06232697564871886,269.54721108674715,0.6990384255891419,0.005110205221207407,0.626939516417208,0.2835092617244017,1.0374858426034931e-07,5,2,168,0.1225365885821339,0.7990791230166057,0.8869084591234693,0.3933883346465319,0.3440078564724434,-0.05951874858603046,0.13069820103829058,0.9861492125250393,0.34001992168652073,0.21349727519151024,-0.12947736850497024,0.08459323975009168,6,4,0.9999999850988388,0
1.0537399116903767,0.043813265177424864,0.8638240453666696,0.0034550195832920507,0.003659461487672542,1,0.007986449612939905,0.12671526931840643,94,0.36533333333333334,0.05649265881091296,43.74135937671707,0.789561883963178,5.3942794592626756e-05,0.47840565525750267,0.28413840881499364,8.303494390377788e-08,1,3,167,0.09852053343698608,0.49687918350148064,0.3465162211980406,-0.24635693827056387,0.0783131457297988,-0.5758887657864109,0.3452869891358493,0.2788403690670548,0.12246573260121152,0.6586071816066021,-0.17579297692801887,-0.04962564689294944,6,4,0.6586259919150766,0
1.0174529523058229,0.03367855651083059,0.8467935876839585,0.007338769542900164,0.004046576130805803,1,0.0445333958492409,0.1013570474054066,70,0.38666666666666666,0.24178064935166524,82.05907484310362,0.7473954776421918,0.0020696550874235464,0.6043590297962831,0.288681689446748,8.633763811162323e-08,6,3,187,0.13139514942171204,0.67045463996133,0.6413594516733866,-0.07366118605526292,0.03578119138256082,-0.48922637390415435,0.24237957286319084,0.4842597612250735,0.05448118931825264,0.49198809863584586,-0.16351641884384943,-0.010791533635862124,7,4,0.9051456325573478,0
