,maximum,minimum,mean,variance,skew,kurtosis,mean x,mean y,mean z,peak x,peak y,peak z,stillness,middle of stillness,angular path length,biggest angle difference,angle between incident and vertical,low frequency power,medium frequency power,high frequency power,window 0:5000 maximum,window 0:5000 minimum,window 0:5000 mean,window 0:5000 variance,window 0:5000 skew,window 0:5000 kurtosis,window 0:5000 mean x,window 0:5000 mean y,window 0:5000 mean z,window 0:5000 angular path length,window 0:5000 biggest angle difference,window 0:5000 low frequency power,window 0:5000 medium frequency power,window 0:5000 high frequency power,window 2500:7500 maximum,window 2500:7500 minimum,window 2500:7500 mean,window 2500:7500 variance,window 2500:7500 skew,window 2500:7500 kurtosis,window 2500:7500 mean x,window 2500:7500 mean y,window 2500:7500 mean z,window 2500:7500 angular path length,window 2500:7500 biggest angle difference,window 2500:7500 low frequency power,window 2500:7500 medium frequency power,window 2500:7500 high frequency power,window 5000:10000 maximum,window 5000:10000 minimum,window 5000:10000 mean,window 5000:10000 variance,window 5000:10000 skew,window 5000:10000 kurtosis,window 5000:10000 mean x,window 5000:10000 mean y,window 5000:10000 mean z,window 5000:10000 angular path length,window 5000:10000 biggest angle difference,window 5000:10000 low frequency power,window 5000:10000 medium frequency power,window 5000:10000 high frequency power,window 7500:12500 maximum,window 7500:12500 minimum,window 7500:12500 mean,window 7500:12500 variance,window 7500:12500 skew,window 7500:12500 kurtosis,window 7500:12500 mean x,window 7500:12500 mean y,window 7500:12500 mean z,window 7500:12500 angular path length,window 7500:12500 biggest angle difference,window 7500:12500 low frequency power,window 7500:12500 medium frequency power,window 7500:12500 high frequency power,window 10000:15000 maximum,window 10000:15000 minimum,window 10000:15000 mean,window 10000:15000 variance,window 10000:15000 skew,window 10000:15000 kurtosis,window 10000:15000 mean x,window 10000:15000 mean y,window 10000:15000 mean z,window 10000:15000 angular path length,window 10000:15000 biggest angle difference,window 10000:15000 low frequency power,window 10000:15000 medium frequency power,window 10000:15000 high frequency power
0,0.013789407872103579,-0.04094248506303155,-0.04175529169659954,-0.012298946365814594,0.026186844964448456,0.01707215379966495,0.04970211216258902,-0.036797602068951815,0.0743452372512249,0.12890103705766215,-0.04135306418790743,-0.09490456798006978,-0.10544280704835712,0.02095724498360947,0.7751084016476504,0.6705912003649721,0.10988591271584774,0.07152004062943804,-0.0710995751005436,0.0087334627305581,-0.04549415823574479,0.042509714458110595,-0.05031522708616087,-0.05332698579249014,-0.01262371161204923,0.025388216184288482,0.00320184098711074,-0.04442356629867952,0.08711827285692411,0.2923514278586175,0.23213239702073882,0.023056823858114465,-0.06474709502873968,-0.04476614330663611,0.003391152192622444,-0.06347509814841142,-0.03808114507464001,-0.00673025871755416,0.0027544966344705854,0.04182161626582982,0.00591560793079499,-0.07317310952083597,0.0989580996897888,0.8042909537660938,0.7590691057128333,0.06989559808952797,-0.040091129067985204,-0.002977090922283193,0.011735448786638809,-0.05989937957836252,-0.021153889222505693,0.014298677998468692,-0.012843716091650113,-0.018722282815579402,0.07223793064181384,-0.07390234534193103,0.06430402164245824,1.0,0.9489367873892229,0.05153604584140299,-0.08271618104394741,0.024775908062172697,0.012537415969309693,0.012323353451583705,-0.022568002742594042,-0.004994807715564477,0.08057565033299922,0.07618093270929645,0.08241607651665017,-0.027029069749495337,0.03365364241519013,0.7275422695142357,0.6642743541942976,0.06228470980645699,-0.044220979085923456,-0.0197562757026827,-0.04195213208486634,0.038103286035379456,-0.042475532083046025,-0.04000536536630852,-0.03498413168542927,0.044016451945272074,0.05337807216696159,0.012169733936179991,0.03797733196578403,0.3428323970396469,0.3232392137731508,-0.004445919298214149,-0.045353183147662235,-0.048075409377380085
1,0.012796201039133388,0.02791197385406505,-0.1229041289825574,0.03776710009697884,0.053479069337046804,0.027671875853108763,0.17044847908355068,1.0,0.17955254416516556,0.035192189518226495,0.8450230045276065,0.095867966605832,0.016471523415176523,-0.011284683244563635,-0.0504816218604565,-0.06776758351042048,-0.038519270179880105,0.007107856540415157,-0.006351905768287842,-0.07031943302651682,-0.09702425261015245,0.04054841455619763,-0.24583010203780745,-0.05462611635521897,-0.01858239464484143,-0.02629090309691957,0.08788641272565144,0.9782524038800138,0.1324031108606894,-0.037686770607588516,-0.03534039003840712,-0.03308399276078612,-0.032501520889669684,-0.09701077721898023,-0.01209045290965542,0.04667050486122434,-0.1427269966285744,-0.019988691991670582,0.06412274244366724,0.053274705190436075,0.09774668053213724,0.9836887371720127,0.1671108524666713,-0.05685412810754342,-0.05300359706076641,-0.05919432839349544,-0.037993598698724255,-0.08584577142585426,0.012117497455533451,0.0037521302933913535,-0.017092015504390788,0.0575791637946297,0.017650675605373402,0.002039728299420558,0.16998066963255787,0.9849928434683011,0.1856921500182681,-0.05959256221897096,-0.09857922718229588,0.018755949884450757,0.06535113289484497,0.009236634158503143,0.010952835827191514,-0.010163050174796098,-0.026186617008297608,0.06155764604755777,-0.0069836966904216315,-0.017300979970862898,0.22086439292903498,0.982824409351573,0.175759950923155,-0.02300344926615058,-0.001220153597898611,0.03361893542260016,0.07081649891110467,0.014627533899877072,-0.043150483289184305,0.013649310096632655,-0.12666285308429004,0.006196236650481645,0.00276221000784663,-0.052112397772078316,0.18241854617979478,0.9754300415413517,0.1421150670104952,0.011920604780477826,0.011767679976073205,0.005118528241578077,0.007549397388662366,-0.07715298110694638
2,0.00021377404030076199,-0.042097603681139364,0.026864355399080372,0.004874040219636465,-0.03126045619624601,-0.03772204399474362,0.02664441852819728,-0.02402471523279871,0.03906063140931139,-0.013613434582735864,0.006151568500195707,0.022417569093206392,-0.024166563574050722,0.045882293392825096,0.6012736924551144,0.5188187581571251,-0.010107021674893753,0.03613249883126647,-0.02768522146541127,0.02514898669940999,0.15098652413617522,-0.2242591508253594,0.07107515816863409,0.05786583699500212,0.04399307056968229,0.044858349809829536,0.051767214917743644,-0.07051735367545701,0.03168310476136685,1.0,0.9389795556753756,0.12028318488237333,-0.061944601755510094,0.03788294219640149,0.00899651557198396,-0.05541931241020477,0.03002391696646513,0.0027154918763228563,-0.019229702539625533,-0.04418942080544365,0.023029326934674552,-0.027316938849814884,0.0044713978613577,0.46135990424444034,0.404705096414475,0.07355383382243423,-0.0028565677602606044,0.06299668863821804,0.002672660283307306,-0.019579240202054655,0.009559184898279992,-0.009006911249864557,0.019066118541947435,0.01302908596465714,0.002022235913028673,-0.0013591843459079456,0.03030031342110212,0.01713502009957222,-0.016572143501720992,0.0004903704771334464,-0.017889945099078736,-0.026726067005809543,0.02573498094589431,0.0005834441951692306,0.006684098677732324,-0.0019951522963333676,0.03515998171137535,0.025660197650845828,0.007264608271242922,0.006477203974899083,0.05110494348137586,-0.001879670072912205,-0.028322718082521264,0.010290353742651056,-0.011589494091733377,0.01921978041072604,0.001357265075698038,-0.03222936281987454,0.006229185612872393,-0.0037357792477606933,0.0027447728910786873,0.010658207331112803,0.015942373795362817,0.0022906444701217103,0.03721913557149741,0.03666387448958632,0.03676144899774301,0.0073709604859717205,-0.004299989143961732,-0.022304211298739413
3,0.07692663168318868,0.05106499959036324,1.0,0.4734990812387448,-0.14514142386159218,-0.15121805324531556,0.013338159000817256,-0.04625884656195708,-0.11730930626688854,0.06205071240996636,-0.042922246868676836,-0.1125432123575054,0.07841845232337201,-0.04313894177853893,-0.00836463018101097,0.036868805717496574,-0.0378140308799053,0.49837658603288837,0.1945128738945733,0.05587393556848202,0.16729004366613667,0.1141019053502645,0.6655224890436293,0.1654936161141799,0.12256607853512651,0.03717535184367369,0.025875259558373654,-0.07901534508516671,-0.014357817548378263,0.02413343527289395,0.046290174358147355,0.1158323634513668,0.0699680191969662,0.07742320981071987,0.2686351948046675,0.09746921171479443,0.8333918909673171,0.35970022363618465,0.06218760144100204,-0.03774564265612849,0.02365620332421065,-0.05172666340010672,-0.07412555573345841,-0.012931461865444251,0.0069039635670072865,0.3545428841445113,0.1870236438028628,0.10127483111788285,0.08479562658204129,0.04540805532519285,0.9200518405268916,0.4087755569702809,-0.3021161655319591,-0.2689930081679653,0.024225146164376408,-0.023518990870957136,-0.18685972422202649,-0.04310961169736526,-0.023142141315717187,0.2978450539628652,0.1270988821730915,-0.05351442474293035,0.07275027667444085,0.05635658218985779,0.88890452811975,0.38385136784302704,-0.2698905315652364,-0.24976029183326856,0.003536567591150972,-0.026587129939119287,-0.18306454959330648,-0.05775724855622235,-0.05183672763484808,0.3229943861459133,0.28276679918910086,0.1820026725844988,0.21995155641530634,0.08502119323167404,0.7503611378583316,0.23460340095336626,0.08083506835322898,-0.025650029806184017,-0.012458154122348936,-0.03293675447601307,-0.10541717711356458,0.0018361376297633875,0.003239297787167064,0.15206262570265863,0.13630464051122168,0.12699458462218496
4,0.02642872516809531,-0.03289535874009884,-0.019120239661349847,0.027308042280022888,0.005444206527523901,-0.0042897644128292705,0.018979200267311265,-0.0022879044097336558,0.05643953453562555,0.0013390750363907477,0.024926517706476168,0.004841348976081615,-0.09232451387186098,0.04687469597578656,0.3076859271092592,0.2817976125561345,-0.01466344551879785,0.033034870821622264,-0.013949607520305432,-0.0458471371811481,-0.033984662450331306,0.030269394906635647,-0.06017922160555579,-0.02189616595199635,0.0073632723381507476,0.006851360393729774,-0.019927089653201103,0.0457445357091706,0.02763665954828828,-0.00716289456713015,-0.017725915502988326,-0.0032767849816521394,0.000915633650639875,-0.060305642877834284,-0.0032903799714268955,0.006332994022652234,-0.044002674403632654,-0.0051359593300724935,0.007821433899922034,0.02862573369523524,-0.0027623055643794937,0.052815620099825884,0.03170720284620319,0.059171889983713165,0.05361361524062636,-0.03466419431809158,-0.026270364542330327,-0.038742285049363036,0.020430861097006068,0.009149690891005867,0.03285086625019377,0.04573780848535204,0.014681943388893916,0.012502184409509225,0.008757394100814187,0.03195338610462999,-0.016151234140130304,0.16381294609976024,0.12017892242226307,0.04095805156345287,-0.0007768736889370746,-0.023796610343780215,0.006843972516358588,-0.044106812291867366,0.023363556383596447,0.04747983802346167,-0.012259466281989167,-0.02237476325617975,0.0410860343974826,-0.04330994218682048,0.0449465638482205,0.6455816168693025,0.6181199936838776,0.12334492960647768,-0.03831839770768971,0.02403990254124299,0.008637264523768699,-0.08043060486014762,-0.05994249764533776,-0.025846794762197322,-0.029901393739858534,0.025976670994524977,0.05602388919377387,-0.08791645731892839,0.1264503848574058,0.993666937730422,1.0,0.010095395443100839,-0.09376009169566535,-0.019134298014376074
5,0.009826231514495458,0.011716845285115197,0.01260427748053155,0.01872636663514591,0.007374317242502358,0.019876700174225676,1.0,0.10861286887525337,0.06146240637561478,0.2911146857237993,0.11704533988221887,0.010221133765815401,-0.01913264896864022,-0.009097111725868738,0.04496909522743631,0.07032120861267091,-0.013956020818385017,0.03563802985018212,0.029263796417758284,-0.01550040032346856,0.012883563042070814,-0.050645272309842,-0.02110988874003486,0.03611106854440194,-0.004555417674747791,0.019125070979703285,0.852332081729049,0.09859292380611684,0.06792249551753439,0.02525055303474612,0.044188738772061135,-0.012695379090189302,-4.81927071175226e-05,-0.0397579855999906,0.00674723987314882,-0.0015715373472252375,0.01087987343542104,0.03686126521807462,-0.01889154016613466,-0.030638600790642553,0.8874421592439943,0.10983462380129244,0.07758559548907284,0.04438974614079384,0.049929797619169075,0.08646704025981823,0.05056046844446384,0.016144841103513732,0.010283752526247044,0.008363315827512454,0.038423885617836995,0.012264426144193798,-0.006728844914079605,-0.0007640321394218915,0.8903290610840953,0.11912206240709552,0.03559891890838064,0.046105994901786164,0.044328098903193155,0.0003386650756802093,0.007353573513943404,-0.03355143209432469,0.0028552480095211078,0.007164484908048458,0.031166655538657904,0.015623269423477672,-0.01790860989936412,-0.013334665463155251,0.8807493063415374,0.11665545400362212,0.023668252377662083,0.045302043151372824,0.04382131389566106,0.04290939275471928,0.04883436624631672,0.016568358169656544,0.012044487688374026,0.009861666737320975,-0.011768576745943862,-0.007150135466235823,0.006891817066099268,0.03260132157000401,0.8614955413811283,0.10126109532762945,0.05147408124411841,0.025185886881982464,0.02358099604410973,-0.026036891786069275,-0.01591280314020141,-0.04475627879866265
6,-0.028161704289706966,-0.013585537136244373,-0.1637678427381981,-0.1208484600057426,0.09058792070879876,0.08301906093845605,0.053399878370914415,0.10745016978138411,1.0,0.04150914998602209,0.1165451043298978,0.2711688312625139,-0.09444079202355361,0.011817532779120123,0.08494474715358796,0.06459684269282201,-0.0173239830474312,-0.09338762607112383,-0.07562969501922472,-0.028300156260618155,-0.05480392528128262,-0.002504224238569427,-0.11536621897135899,-0.07484627979551596,-0.029554073973297835,0.037234018955044634,0.05492674558613005,0.10084809737790548,0.8465132253435512,0.05487170142260509,0.04651191032885795,-0.03134203992637036,-0.06576712274155308,-0.045011363470348786,-0.0658061378308662,-0.012115771497459144,-0.12151635727394544,-0.09109416154483267,-0.013900518097199248,0.04864536334209594,0.05408796917105261,0.09986671572542032,0.8856933366399495,0.057463101486678526,0.04565782862362205,-0.0597987856666637,-0.07980212565235942,-0.04750276300628964,-0.02801715383298848,0.004526343726515087,-0.1508573752275203,-0.11366324658569822,0.1353635490573783,0.1249331556388438,0.05780163876433091,0.10553619662527791,0.8643749389991298,0.07073119676069664,0.03303206722471927,-0.06737900902334837,-0.04814982568180339,0.009549687586413402,-0.027566802753756562,0.02525977283861814,-0.14619100417920494,-0.10387660792090027,0.13607798244210212,0.12901973605327874,0.0429266165668501,0.11312303096772723,0.8555424707337987,0.08888082817873218,0.09168023753289842,-0.09572316748360299,-0.1066728792201178,-0.09425681360066995,-0.09118722843190544,0.05842295190809156,-0.11807453027100955,-0.06894017414730311,-0.04761971980669461,0.00760218937417343,0.02848467738560174,0.10956930646130748,0.8368074753375673,0.06663297138534395,0.06469858892514109,-0.020019782799104952,-0.03658134468977731,-0.05509371432889546
7,-0.04609302618576727,-0.03571467793590637,0.05432082879831202,0.7439873076985173,0.10819092064089701,0.06434203737005272,0.009937256409768712,0.011660176902805637,-0.026108180661683376,0.0037908211240428114,0.011461455380353152,-0.12036634044710638,0.02522583909744764,0.1074244478831924,0.00230206093901003,-0.0014212528625906968,-0.14906307193793922,0.47897919488839835,0.07482633877111158,-0.02716733374559519,-0.03712725528006195,-0.030933869792230423,-0.3731624295295355,0.02326042772479261,0.009172153269276763,0.0568720989606326,0.03808063873999994,0.012069284753523308,0.01649961936152881,-0.00931002793299092,0.0030236995931421057,-0.022860080890430196,0.06937943358529074,0.00452542272612871,-0.018460463173008982,0.07116714105665876,-0.31198009505944807,0.0003611264562901958,0.03381208323528031,0.029506489884468988,0.014086797992404022,0.0080499960852641,0.020665218009576977,0.028388774690338858,0.030422604110877306,-0.15618546972417457,-0.09375243777295289,-0.040517360834134895,-0.018016457190447692,-0.09191033080547925,0.3728215347577074,0.9258008429819237,-0.12806081639627862,-0.12178375069427855,-0.03540445170316293,0.004559234678196245,-0.11495882475881117,-0.002138450998004308,0.005849207240600131,0.6977201021518286,0.38509801368302893,0.07265016682999635,0.01655039035914311,-0.26470297042179447,0.456117122908205,1.0,-0.23768645592456525,-0.2509590986859202,-0.004826550255457327,0.013755651556857623,-0.11329285512051704,-0.031305750552209945,-0.01329119712899973,0.8508443262031812,0.45062484309806655,0.2438069271131744,-0.03727221442972669,0.019681089528880806,-0.17612983335463955,0.138380373378985,0.008827117495193314,0.03037170300484098,0.020942366800217965,0.017908053268730562,0.023576367022344082,0.037119574121086775,0.03980583045984449,-0.0024071915301689378,0.03434700226637787,-0.017203156455890975
8,1.0,-0.0962292579042021,0.14456940607185534,0.3835349668922318,0.10441031708583343,0.018099404812596302,0.008276080234108418,0.008269849880155942,-0.03671593249992532,0.029457304471393102,0.022712688222111494,-0.09869341652488325,0.03682051698041739,0.0034684001491359995,0.023025064450257673,0.012772021140259094,0.021143438283323563,0.4694938661085787,0.055234890943520666,-0.03146775034528144,-0.03792270327418275,-0.03051065732022258,-0.016905898495653715,-0.004458244983235512,-0.054722759495564405,-0.052128146726450206,0.014904480310586719,0.007564817505439267,-0.017612229115414116,0.010780556551313946,0.009054090624713169,0.03617676427756808,-0.005340123293738116,-0.06349167028658302,0.11602355801218794,-0.04455772002085239,-0.008037444635300891,0.019435974220121822,0.08395867889203251,0.05392214676517913,0.015403132812321026,0.011796687081391888,-0.029564255719888646,0.014735284602419359,0.007180641620516496,0.013254619678060926,-0.049591296766557,-0.06705776044588475,0.9985958379308181,-0.09062081499999215,0.24249829613479323,0.5114736806974585,0.0063552261479990725,-0.05663909912201607,0.01431355481128777,0.016665078277406622,-0.07321845704431836,0.016095054936453062,-0.002324201837433904,0.6311543976593373,0.23524507011605594,0.09914315311889786,0.9369095024484185,-0.1169679704041891,0.25137840064210404,0.5501065979690198,-0.009970199013919951,-0.07747733009088711,-0.001574493942183153,0.010034253840261168,-0.06041803553050131,0.0215334040541912,0.02732721004786206,0.2670982593119153,0.02942572881699892,0.003063570916004792,0.07785531011001719,-0.07715337792811663,0.016693590934662227,0.06395044302532195,0.01808999560473323,-0.005459307092848004,-0.006061447225541338,-0.0002731579959538707,-0.006464921070623118,0.037933717729089024,0.03490334559571033,0.08053389709586356,0.02251001341747299,-0.004533448831633617
9,0.008301347600614812,-0.013406064553624284,0.035843489793285256,0.06204733851687964,-0.04428989083457197,-0.028092068832280288,-0.002724506730097786,-0.021569794674011128,-0.023080275816444867,0.005778273501668364,-0.025324507925211064,0.09233931138500752,0.06059705327789719,0.018980139236419072,0.004128857338144277,0.011851957120350856,0.12360860620906078,-0.12721881255393638,0.145592766512103,1.0,0.2443030429912967,-0.12410160297627065,0.07133672197492533,0.13216260949061495,0.12217094159967708,0.14610664466813908,0.022179117997928634,-0.02439461546920843,-0.04908765438828168,0.02199641290272461,0.0319255256159618,-0.08104281271168154,0.04915434525332022,0.44672639058730435,0.07627982781689406,-0.09680141084879391,0.1567828090062563,0.20031127769170984,-0.03862728478739674,-0.06636325076673376,0.001939158870595166,-0.02445826990331274,-0.030470512223493396,0.03160670631863697,0.03397620602436704,0.1000518923378129,0.28450256284727105,0.8281646629914885,0.006351431160923961,-0.021093606811013403,0.03273907762437441,0.0332532776485185,-0.03473367651332914,-0.012574517488779982,-0.026920417236489923,-0.02630649985013688,0.012531001144654217,-0.00044740107156058205,-0.010951276828462727,-0.20419364009058696,-0.11025005580675769,0.7428477329979295,-0.002050890626849978,-0.008140016328633832,-0.013801646998354487,0.00033378190694477374,0.01681728406772007,0.04091787285340071,-0.018826013829992452,-0.02296136703483064,0.004471382408575519,-0.02959481614450353,-0.02548145836951418,-0.015016417872732555,0.08441109512102667,0.39809346338930224,0.09900228901691889,-0.06621690335730405,-0.0064226213137305675,0.02293746542839169,0.0551350919858814,0.06010966214297753,-0.00279344590764426,-0.012328496339234697,-0.0192946115439346,-0.03828703580556368,-0.0359674120463416,-0.0400058060605879,0.0028056007114368423,0.2294350038373835
